City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
270,Camana,PE,2021-03-27 20:39:53,-16.6228,-72.7111,73.74,71,49,5.84
271,Dzilam Gonzalez,MX,2021-03-27 20:39:54,21.2833,-88.9333,96.3,29,31,9.08
272,Danshui,CN,2021-03-27 20:39:54,22.7984,114.4672,73.99,95,1,5.01
273,Batagay,RU,2021-03-27 20:39:54,67.6333,134.6333,2.77,97,100,2.35
274,Puerto El Triunfo,SV,2021-03-27 20:39:54,13.2833,-88.55,102.2,30,0,2.3
275,Acapulco,MX,2021-03-27 20:39:55,16.8634,-99.8901,86.0,62,1,6.91
276,Harper,LR,2021-03-27 20:39:55,4.375,-7.7169,78.21,86,7,5.06
277,Havelock,US,2021-03-27 20:39:55,34.8791,-76.9013,75.99,75,87,1.99
278,Faya,SA,2021-03-27 20:39:55,18.3851,42.4509,64.4,48,0,2.08
279,Mackay,AU,2021-03-27 20:39:55,-21.15,149.2,68.0,100,0,5.75
280,Labrea,BR,2021-03-27 20:39:56,-7.2586,-64.7981,81.39,84,60,4.0
281,Jutai,BR,2021-03-27 20:39:56,-5.1833,-68.9,80.91,77,100,1.81
282,Caribou,US,2021-03-27 20:39:56,46.8606,-68.012,33.8,74,90,4.61
283,Mnogovershinnyy,RU,2021-03-27 20:39:56,53.9353,139.9242,15.66,96,84,3.18
284,Pevek,RU,2021-03-27 20:39:56,69.7008,170.3133,-16.49,96,73,3.94
285,Chipata,ZM,2021-03-27 20:39:57,-13.6333,32.65,63.73,94,41,0.56
286,Isangel,VU,2021-03-27 20:39:57,-19.55,169.2667,80.13,80,6,7.96
287,Republic,US,2021-03-27 20:37:17,37.12,-93.4802,77.0,44,20,11.5
288,Mount Isa,AU,2021-03-27 20:39:57,-20.7333,139.5,78.8,27,52,13.8
289,Yumen,CN,2021-03-27 20:39:57,40.2833,97.2,45.34,40,100,5.93
290,Ojinaga,MX,2021-03-27 20:39:58,29.5667,-104.4167,78.8,8,1,10.36
291,Morozovsk,RU,2021-03-27 20:39:58,48.3539,41.8261,37.87,97,100,6.08
292,Lavrentiya,RU,2021-03-27 20:39:58,65.5833,-171.0,-6.16,83,10,1.83
