City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Aklavik,CA,68.2191,-135.0107,-5.8,59,44,6.91,scattered clouds
345,Varnsdorf,CZ,50.9115,14.6182,48.0,67,99,3.0,overcast clouds
346,Samarai,PG,-10.6167,150.6667,83.41,77,91,11.48,overcast clouds
347,Buala,SB,-8.145,159.5921,84.27,72,18,8.03,light rain
348,Synya,RU,65.3718,58.0387,22.42,97,100,2.3,light snow
349,Basco,PH,20.4487,121.9702,78.57,78,20,3.02,few clouds
350,Visby,SE,57.6409,18.296,41.0,93,90,20.71,moderate rain
351,Alice Springs,AU,-23.7,133.8833,66.2,77,1,3.44,clear sky
352,Ambon,ID,-3.6954,128.1814,77.0,88,40,5.75,scattered clouds
353,Pangnirtung,CA,66.1451,-65.7125,0.37,96,100,2.21,overcast clouds
354,Te Anau,NZ,-45.4167,167.7167,59.9,83,91,4.38,overcast clouds
355,Ancud,CL,-41.8697,-73.8203,68.0,60,0,14.97,clear sky
356,Havre-Saint-Pierre,CA,50.2334,-63.5986,28.4,69,90,11.5,overcast clouds
357,North Bend,US,43.4065,-124.2243,51.01,87,90,13.8,mist
358,Cabo San Lucas,MX,22.8909,-109.9124,75.99,27,40,11.5,scattered clouds
359,Gasa,PS,31.5,34.4667,54.0,76,0,2.3,clear sky
360,Klyuchi,RU,52.2667,79.1667,26.78,92,93,13.02,overcast clouds
361,Hammonton,US,39.6365,-74.8024,70.0,80,100,1.99,overcast clouds
362,Cayenne,GF,4.9333,-52.3333,81.0,78,75,8.05,broken clouds
363,Saint-Augustin,CA,51.226,-58.6502,8.11,81,29,3.98,scattered clouds
364,Mahajanga,MG,-15.7167,46.3167,78.8,78,20,4.61,few clouds
365,Qaqortoq,GL,60.7167,-46.0333,21.2,63,0,5.75,clear sky
366,Hofn,IS,64.2539,-15.2082,28.2,61,33,8.68,scattered clouds
367,Kachug,RU,53.9606,105.8817,12.7,97,95,0.89,overcast clouds
368,Kruisfontein,ZA,-34.0033,24.7314,62.01,75,92,1.99,overcast clouds
369,Luderitz,NA,-26.6481,15.1594,61.84,83,0,3.67,clear sky
370,Jaumave,MX,23.4167,-99.3833,71.01,45,90,16.11,overcast clouds
371,Hasaki,JP,35.7333,140.8333,60.01,100,75,2.3,broken clouds
372,Hambantota,LK,6.1241,81.1185,73.4,100,90,3.44,overcast clouds
373,Hervey Bay,AU,-25.2986,152.8535,73.0,80,100,1.01,overcast clouds
374,Mount Gambier,AU,-37.8333,140.7667,59.0,94,90,2.8,overcast clouds
375,Tarko-Sale,RU,64.9225,77.785,-6.48,99,62,10.98,broken clouds
376,Alofi,NU,-19.0595,-169.9187,84.2,79,5,13.8,light rain
377,Aripuana,BR,-9.1667,-60.6333,74.03,96,76,1.1,broken clouds
378,Ambanja,MG,-13.6833,48.45,75.74,92,91,2.39,overcast clouds
379,Nemuro,JP,43.3236,145.575,42.42,96,100,35.28,overcast clouds
380,Oranjestad,AW,12.524,-70.027,82.4,69,20,25.32,few clouds
381,Petropavlovka,RU,50.6114,105.3196,25.45,81,67,1.41,broken clouds
382,Rajanpur,PK,29.1035,70.325,81.7,24,27,12.66,scattered clouds
383,La Asuncion,VE,11.0333,-63.8628,76.46,85,29,15.84,scattered clouds
384,Kieta,PG,-6.2167,155.6333,82.78,75,82,3.76,light rain
385,Kamina,CD,-8.7386,24.9906,63.84,94,100,0.67,light rain
386,Wattegama,LK,6.7989,81.4808,73.4,100,90,3.44,overcast clouds
387,Sept-Iles,CA,50.2001,-66.3821,28.99,93,90,18.41,snow
388,Garoua Boulai,CM,5.8833,14.55,73.06,60,88,4.5,overcast clouds
389,Nova Olimpia,BR,-14.7972,-57.2881,76.95,79,20,3.71,few clouds
390,Maniitsoq,GL,65.4167,-52.9,1.83,63,23,8.1,few clouds
391,Copiapo,CL,-27.3667,-70.3333,62.6,67,20,11.5,few clouds
392,Shelburne,CA,44.0787,-80.2041,39.0,97,99,24.49,light snow
393,Smithers,CA,54.7804,-127.1743,32.0,74,90,14.97,overcast clouds
394,Issoire,FR,45.55,3.25,42.8,70,0,3.44,clear sky
395,Kailua,US,21.4022,-157.7394,80.6,47,75,17.27,broken clouds
396,La Grande,US,45.3246,-118.0877,68.0,25,79,1.99,broken clouds
397,Bosaso,SO,11.2842,49.1816,78.26,60,4,3.51,clear sky
398,Nizhnyaya Omka,RU,55.4338,74.9426,27.59,98,100,1.97,light snow
399,Puerto Del Rosario,ES,28.5004,-13.8627,66.2,72,0,6.91,clear sky
400,Nome,US,64.5011,-165.4064,18.0,86,90,33.38,heavy snow
401,Malmo,SE,55.6059,13.0007,46.4,93,75,18.41,broken clouds
402,Ibra,OM,22.6906,58.5334,76.37,30,68,2.17,broken clouds
403,Kavieng,PG,-2.5744,150.7967,84.67,70,92,13.96,light rain
404,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.47,92,66,2.28,broken clouds
405,Loikaw,MM,19.6742,97.2094,67.75,37,61,3.11,broken clouds
406,Ulaanbaatar,MN,47.9077,106.8832,12.2,79,0,5.39,clear sky
407,Iqaluit,CA,63.7506,-68.5145,14.0,73,90,12.66,light snow
408,Sarangani,PH,5.4033,125.4636,80.74,76,99,2.26,overcast clouds
409,Bandarbeyla,SO,9.4942,50.8122,76.64,73,26,4.36,scattered clouds
410,Samut Prakan,TH,13.5,100.45,84.2,84,40,8.05,scattered clouds
411,Saveh,IR,35.0213,50.3566,46.26,36,0,1.54,clear sky
412,Sakakah,SA,29.9697,40.2064,53.6,22,0,6.91,clear sky
413,Snasa,NO,64.2457,12.3778,35.67,98,100,3.18,light rain
414,Ugoofaaru,MV,5.6667,73.0,83.55,72,72,12.77,broken clouds
415,Palmer,US,42.1584,-72.3287,54.0,100,90,9.22,mist
416,Kudahuvadhoo,MV,2.6708,72.8944,79.25,82,100,5.84,heavy intensity rain
417,Tavricheskoye,RU,54.5851,73.6395,26.6,86,75,13.42,light snow
418,Khani,GE,41.9563,42.9566,33.8,86,0,3.44,clear sky
419,Humboldt,US,40.6665,-123.9178,57.0,87,1,14.97,clear sky
420,Honningsvag,NO,70.9821,25.9704,34.02,71,83,11.07,broken clouds
421,Hamilton,US,39.1834,-84.5333,46.4,49,90,14.97,overcast clouds
422,Tomatlan,MX,19.9333,-105.25,83.26,39,38,7.45,scattered clouds
423,Broome,US,42.2506,-75.833,51.01,87,90,16.11,overcast clouds
424,Gazanjyk,TM,39.2446,55.5154,43.86,74,5,3.58,clear sky
425,Bystryy Istok,RU,52.371,84.3873,33.8,98,100,10.83,light snow
426,Kalabo,ZM,-14.97,22.6814,67.35,78,75,3.96,broken clouds
427,Pontianak,ID,-0.0333,109.3333,75.2,100,75,2.57,moderate rain
428,Shagonar,RU,51.5333,92.8,27.73,79,100,3.06,overcast clouds
429,Jinchang,CN,38.4953,102.1739,39.42,39,17,1.48,few clouds
430,Chokurdakh,RU,70.6333,147.9167,-6.99,99,98,5.21,overcast clouds
431,Ken Caryl,US,39.5773,-105.1169,66.99,16,45,1.01,scattered clouds
432,Taltal,CL,-25.4,-70.4833,64.83,75,22,3.38,few clouds
433,Chara,RU,56.9064,118.2631,9.93,82,76,1.7,broken clouds
434,Coulommiers,FR,48.8145,3.085,48.99,62,99,1.01,overcast clouds
435,Monterey,US,36.2505,-121.2516,82.99,21,0,1.01,clear sky
436,Antoniny,UA,49.8097,26.8771,35.42,83,95,14.56,overcast clouds
437,Manitowoc,US,44.0667,-87.8001,37.0,64,90,13.8,overcast clouds
438,Waingapu,ID,-9.6567,120.2641,80.29,85,100,6.89,overcast clouds
439,Sorland,NO,67.667,12.6934,38.82,92,100,26.66,overcast clouds
440,Camocim,BR,-2.9022,-40.8411,76.95,84,16,5.86,few clouds
441,Kattivakkam,IN,13.2167,80.3167,80.6,89,40,3.44,mist
442,Bara,NG,10.3744,10.7288,79.61,17,0,14.18,clear sky
443,Kabanjahe,ID,3.1001,98.4908,77.0,100,75,3.44,broken clouds
444,Taoudenni,ML,22.6783,-3.9836,80.55,6,100,12.35,overcast clouds
445,Chute-Aux-Outardes,CA,49.1168,-68.399,28.4,100,90,20.71,snow
446,Akureyri,IS,65.6835,-18.0878,32.0,64,90,16.11,light snow
447,Zaysan,KZ,47.4667,84.8667,35.6,89,93,4.68,overcast clouds
448,Inhambane,MZ,-23.865,35.3833,71.47,82,3,11.77,light rain
449,Pangoa,PE,-12.1167,-73.0,69.73,98,79,2.64,broken clouds
450,Coxim,BR,-18.5067,-54.76,80.2,38,3,4.52,clear sky
451,Sumbe,AO,-11.2061,13.8437,77.0,82,12,4.16,few clouds
452,Suoyarvi,RU,62.0833,32.35,35.73,98,99,7.07,light rain
453,Bathsheba,BB,13.2167,-59.5167,77.0,69,40,20.71,scattered clouds
454,Krasnoselkup,RU,65.7,82.4667,-7.83,98,11,10.25,few clouds
455,Merrill,US,45.1805,-89.6835,37.4,44,75,10.36,broken clouds
456,Prainha,BR,-1.8,-53.48,77.38,80,62,3.29,broken clouds
457,Korla,CN,41.7597,86.1469,55.65,41,100,7.25,overcast clouds
458,Buenos Aires,AR,-34.6132,-58.3772,72.0,73,40,4.61,scattered clouds
459,Paptalaya,HN,15.5,-84.3167,84.2,74,40,11.5,scattered clouds
460,Corralillo,CU,22.9819,-80.5856,78.8,71,0,18.25,clear sky
461,Nargana,PA,9.4428,-78.5906,79.57,83,50,15.61,scattered clouds
462,Guerrero Negro,MX,27.9769,-114.0611,80.2,24,16,13.24,few clouds
463,Mount Isa,AU,-20.7333,139.5,75.2,31,2,11.5,clear sky
464,Road Town,VG,18.4167,-64.6167,79.0,83,40,17.27,scattered clouds
465,Odweyne,SO,9.4092,45.064,71.49,37,26,4.27,scattered clouds
466,Ekhabi,RU,53.5102,142.9671,29.77,88,100,10.31,overcast clouds
467,Portland,US,45.5234,-122.6762,50.0,71,90,19.57,light rain
468,Akdepe,TM,42.0551,59.3788,42.8,65,0,6.91,clear sky
469,Tura,IN,25.5198,90.2201,71.87,23,0,5.28,clear sky
470,Mahibadhoo,MV,3.7833,72.9667,82.24,73,99,8.95,overcast clouds
471,Mandalgovi,MN,45.7625,106.2708,28.67,32,0,7.36,clear sky
472,Moose Factory,CA,51.2585,-80.6094,23.0,68,75,20.71,broken clouds
473,Laguna,US,38.421,-121.4238,81.0,25,1,6.91,clear sky
474,Sholapur,IN,17.6833,75.9167,83.41,15,24,3.51,few clouds
475,Chifeng,CN,42.2683,118.9636,37.49,25,0,15.79,clear sky
476,Candelaria,PH,13.9311,121.4233,77.86,86,98,3.94,overcast clouds
477,Talaya,RU,61.3833,152.75,-0.09,86,89,0.49,overcast clouds
478,Hwange,ZW,-18.3693,26.5019,68.18,58,10,5.21,clear sky
479,Ponta Do Sol,PT,32.6667,-17.1,62.6,77,20,13.8,few clouds
480,Tchibanga,GA,-2.85,11.0333,71.2,97,100,3.78,light rain
481,Nioro,GM,13.35,-15.75,78.6,33,3,7.99,clear sky
482,Jork,DE,53.5333,9.6833,50.0,76,90,10.36,overcast clouds
483,Jiuquan,CN,39.7432,98.5174,41.85,54,35,3.2,scattered clouds
484,Songjianghe,CN,42.1859,127.479,33.03,69,19,11.72,few clouds
485,Upington,ZA,-28.4478,21.2561,60.8,55,0,2.3,clear sky
486,Srednekolymsk,RU,67.45,153.6833,-0.47,93,100,4.88,overcast clouds
487,Barsovo,RU,61.1667,73.1667,5.0,85,0,8.95,clear sky
488,Ucluelet,CA,48.9329,-125.5528,46.99,76,40,31.07,scattered clouds
489,Tual,ID,-5.6667,132.75,82.29,78,100,12.06,overcast clouds
490,Markapur,IN,15.7333,79.2833,75.58,67,21,2.04,few clouds
491,Maraa,BR,-1.8333,-65.3667,75.06,96,50,1.59,scattered clouds
492,Autun,FR,46.95,4.3,46.99,81,0,3.44,clear sky
493,Kahului,US,20.8947,-156.47,78.8,57,40,21.85,scattered clouds
494,Marzuq,YE,14.4,46.4667,64.26,30,1,5.3,clear sky
495,Belyy Yar,RU,53.6039,91.3903,28.4,93,99,4.47,mist
496,Chegdomyn,RU,51.1167,133.0167,30.29,80,100,2.51,overcast clouds
497,Shimoda,JP,34.6667,138.95,63.0,98,62,1.01,broken clouds
498,Gimli,CA,50.6336,-96.9907,35.6,55,100,16.11,overcast clouds
499,Ouesso,CG,1.6136,16.0517,72.14,83,49,1.25,light rain
500,Talara,PE,-4.5772,-81.2719,72.54,76,73,9.08,broken clouds
501,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,74.3,94,100,2.66,overcast clouds
502,Salekhard,RU,66.53,66.6019,-16.2,99,48,2.24,scattered clouds
503,Tigzirt,DZ,36.8886,4.1198,60.71,61,94,10.47,overcast clouds
504,Kirovskiy,RU,45.0917,133.5136,36.81,98,100,5.44,overcast clouds
505,Marawi,PH,7.9986,124.2928,75.0,92,97,5.01,overcast clouds
506,Gambela,ET,8.25,34.5833,80.98,50,76,1.88,broken clouds
507,Malakal,SS,9.5334,31.6605,83.64,16,0,11.12,clear sky
508,Cochrane,CA,51.1834,-114.4687,51.01,37,75,26.46,broken clouds
509,Barinas,VE,8.6226,-70.2075,83.41,53,57,4.18,broken clouds
510,Bilma,NE,18.6853,12.9164,70.23,15,0,5.46,clear sky
511,Birjand,IR,32.8663,59.2211,46.4,29,0,4.61,clear sky
512,Katangli,RU,51.7102,143.2326,28.85,97,100,11.9,overcast clouds
513,Pinhao,BR,-25.6956,-51.6597,62.28,97,10,1.88,clear sky
514,Mimongo,GA,-1.6195,11.6068,69.71,98,100,3.42,light rain
515,Kismayo,SO,-0.3582,42.5454,79.9,78,100,12.19,overcast clouds
516,Brae,GB,60.3964,-1.353,46.4,93,90,23.02,overcast clouds
517,Kavaratti,IN,10.5669,72.642,83.08,71,100,2.68,overcast clouds
518,Lorengau,PG,-2.0226,147.2712,83.14,78,100,9.78,overcast clouds
519,Tabas,IR,33.5959,56.9244,52.3,29,0,5.14,clear sky
520,Acajutla,SV,13.5928,-89.8275,82.99,64,8,3.0,clear sky
521,Passage West,IE,51.8739,-8.3444,52.0,93,90,28.77,overcast clouds
522,Sao Joao Da Barra,BR,-21.6403,-41.0511,80.6,83,0,4.61,clear sky
523,Kloulklubed,PW,7.0419,134.2556,78.8,89,90,4.61,overcast clouds
524,Yarmouth,US,41.7057,-70.2286,55.4,100,90,18.41,fog
525,Isla Mujeres,MX,21.2311,-86.731,84.2,70,75,12.66,broken clouds
526,Port Lincoln,AU,-34.7333,135.8667,64.6,74,2,9.19,clear sky
527,Langsa,ID,4.4683,97.9683,73.63,95,79,1.92,light rain
528,Tazovskiy,RU,67.4667,78.7,-14.17,99,36,8.48,scattered clouds
529,Antofagasta,CL,-23.65,-70.4,64.4,72,0,10.36,clear sky
530,Mwinilunga,ZM,-11.7358,24.4293,60.12,97,94,2.82,overcast clouds
531,Port-Cartier,CA,50.0334,-66.8654,28.99,93,90,18.41,snow
532,Mandera,KE,3.9366,41.867,82.72,58,71,19.95,broken clouds
533,Ginir,ET,7.1333,40.7,61.09,38,99,5.64,overcast clouds
534,Verkhnyaya Inta,RU,65.9811,60.3094,-1.08,99,65,4.34,broken clouds
535,Barra Da Estiva,BR,-13.6261,-41.3269,70.75,34,1,2.93,clear sky
536,Appleton,US,44.2619,-88.4154,37.99,35,75,24.16,broken clouds
537,Praya,CV,14.9215,-23.5087,68.0,77,75,24.16,broken clouds
538,Bowen,AU,-20.0167,148.2333,77.0,78,41,9.22,scattered clouds
539,Requena,ES,39.4883,-1.1004,54.0,84,20,5.97,few clouds
540,Nizwa,OM,22.9333,57.5333,78.53,17,19,4.05,few clouds
541,Victor Harbor,AU,-35.5667,138.6167,64.0,67,15,3.89,few clouds
542,Port-Gentil,GA,-0.7193,8.7815,80.6,89,20,9.22,moderate rain
543,Lumphat,KH,13.4878,106.9816,76.69,60,21,0.89,few clouds
544,Turayf,SA,31.6725,38.6637,48.2,46,0,8.05,clear sky
545,Seropedica,BR,-22.7439,-43.7075,82.4,74,0,4.61,clear sky
546,Arkhangelsk,RU,64.5401,40.5433,39.2,65,40,4.47,light rain
547,Telde,ES,27.9924,-15.4192,66.2,68,20,3.44,few clouds
548,Abu Dhabi,AE,24.4667,54.3667,73.4,68,0,10.36,clear sky
549,Makakilo City,US,21.3469,-158.0858,80.6,50,1,12.66,clear sky
550,Pachino,IT,36.7186,15.0907,46.4,93,0,3.44,clear sky
551,Lodwar,KE,3.1191,35.5973,85.21,41,93,5.46,overcast clouds
552,Tonantins,BR,-2.8731,-67.8022,74.97,96,82,1.36,light rain
553,Espanola,US,35.9911,-106.0806,61.0,20,1,5.26,clear sky
554,Vieques,PR,18.425,-65.8329,80.6,69,40,16.11,scattered clouds
555,Nyimba,ZM,-14.5566,30.8149,67.53,88,100,5.17,overcast clouds
556,Jega,NG,12.2175,4.3792,78.84,14,0,10.83,clear sky
557,Beboto,TD,8.2668,16.939,82.65,35,64,2.42,broken clouds
558,Fortaleza,BR,-3.7227,-38.5247,84.2,79,20,4.61,few clouds
559,Ostersund,SE,63.1792,14.6357,34.0,93,90,13.8,overcast clouds
560,Anadyr,RU,64.75,177.4833,17.6,79,90,8.95,snow
561,Turukhansk,RU,65.8167,87.9833,-9.78,100,100,2.68,overcast clouds
562,Anjozorobe,MG,-18.4,47.8667,66.2,94,75,3.44,broken clouds
563,Assiniboia,CA,49.6334,-105.9845,60.8,25,89,17.27,overcast clouds
564,Tiruchchendur,IN,8.4833,78.1167,81.66,74,23,5.59,few clouds
565,Jaisalmer,IN,26.9147,70.9181,78.06,37,35,22.64,scattered clouds
566,Kutum,SD,14.2,24.6667,63.41,13,2,13.89,clear sky
567,Nantucket,US,41.2835,-70.0995,51.01,100,100,32.64,overcast clouds
568,Bubaque,GW,11.2833,-15.8333,75.67,73,0,17.6,clear sky
569,Swift Current,CA,50.2834,-107.8014,59.0,31,40,24.16,scattered clouds
570,Lagdo,CM,9.05,13.7333,86.36,17,44,7.92,scattered clouds
571,Sochi,RU,43.6,39.7303,37.4,93,8,8.95,clear sky
572,Zambezi,ZM,-13.5432,23.1047,63.09,94,85,4.43,overcast clouds
573,Kenora,CA,49.8167,-94.4337,35.6,32,75,8.05,broken clouds
574,California City,US,35.1258,-117.9859,80.01,9,1,4.61,clear sky
575,Ha Noi,VN,21.0245,105.8412,73.4,100,75,5.75,mist
576,Fuyu,CN,45.1833,124.8167,41.25,48,22,17.6,light rain
577,San Antonio,US,29.4241,-98.4936,75.99,22,1,8.05,clear sky
578,Fuyang,CN,32.9,115.8167,55.87,88,0,7.0,clear sky
579,Anloga,GH,5.7947,0.8973,82.4,74,20,3.44,few clouds
580,Wapakoneta,US,40.5678,-84.1936,41.0,70,90,16.11,overcast clouds
581,Novorzhev,RU,57.0294,29.3338,35.69,96,98,3.85,overcast clouds
582,Ca Mau,VN,9.1769,105.15,76.15,92,15,3.53,few clouds
583,Lima,PE,-12.0432,-77.0282,73.4,68,0,12.66,clear sky
584,Dhankuta,NP,26.9833,87.3333,56.66,21,0,7.74,clear sky
585,Paita,PE,-5.0892,-81.1144,73.26,73,78,13.49,broken clouds
586,Prince George,CA,53.9166,-122.753,35.01,64,20,3.44,light rain
587,Sterling,US,39.0062,-77.4286,59.0,88,90,8.05,overcast clouds
588,Necochea,AR,-38.5473,-58.7368,61.0,93,20,8.28,few clouds
589,Eganville,CA,45.5334,-77.0994,42.01,100,90,2.3,overcast clouds
590,Loubomo,CG,-4.1997,12.6739,71.6,97,100,2.04,overcast clouds
591,Miri,MY,4.4148,114.0089,77.0,100,40,2.3,scattered clouds
592,Pinsk,BY,52.1229,26.0951,36.25,87,86,7.63,overcast clouds
593,Crixas,BR,-14.5489,-49.9692,75.81,69,85,1.03,overcast clouds
594,Klatovy,CZ,49.3955,13.2951,44.6,65,75,4.88,broken clouds
595,Kajaani,FI,64.2273,27.7285,35.6,80,0,6.91,clear sky
596,Liberty,US,31.8335,-81.5004,84.2,45,1,13.8,clear sky
597,Chepareria,KE,1.3077,35.2039,65.82,60,99,3.15,overcast clouds
598,Talnakh,RU,69.4865,88.3972,-14.22,99,59,4.16,broken clouds
599,Bor,RU,56.3567,44.0669,23.0,79,0,3.4,clear sky
600,Puri,IN,19.8,85.85,78.8,94,40,9.22,mist
601,Ballina,AU,-28.8667,153.5667,71.6,78,3,9.22,clear sky
602,Macaubas,BR,-13.0194,-42.6986,75.06,36,6,3.0,clear sky
603,Kaiyuan,CN,23.6977,103.3037,61.72,45,11,5.06,few clouds
604,Emerald,AU,-23.5333,148.1667,77.0,69,23,9.22,few clouds
605,Navahrudak,BY,53.6,25.8333,33.64,92,58,4.65,broken clouds
606,Le Port,RE,-20.9373,55.2919,77.0,78,20,6.91,few clouds
607,Paamiut,GL,61.994,-49.6678,8.42,77,1,11.56,clear sky
608,Seoul,KR,37.5683,126.9778,48.2,93,75,5.75,dust
609,Kijang,KR,35.2442,129.2139,55.4,76,20,4.61,few clouds
610,Xuddur,SO,4.1213,43.8894,74.32,77,77,18.37,broken clouds
611,Gamba,GA,-2.65,10.0,76.51,91,100,6.11,light rain
612,Yanam,IN,16.7333,82.2167,73.62,93,4,0.89,clear sky
613,Carutapera,BR,-1.195,-46.02,76.1,91,91,5.73,overcast clouds
614,Nan,TH,18.8333,100.6667,76.28,61,31,0.11,scattered clouds
615,Shihezi,CN,44.3,86.0333,48.38,70,100,4.68,overcast clouds
616,Balkanabat,TM,39.5108,54.3671,45.28,61,0,5.3,clear sky
617,Ninotsminda,GE,41.2646,43.5916,19.4,73,47,3.44,scattered clouds
618,Richards Bay,ZA,-28.783,32.0377,66.99,78,81,3.74,broken clouds
619,Louis Trichardt,ZA,-23.0439,29.9032,59.7,88,50,8.43,scattered clouds
620,Ndele,CF,8.4109,20.6473,77.79,21,4,5.46,clear sky
621,Burnie,AU,-41.0667,145.9167,54.88,58,53,11.63,broken clouds
622,Colares,PT,38.7992,-9.4469,64.99,48,0,10.36,clear sky
623,Vao,NC,-22.6667,167.4833,77.63,81,12,14.45,few clouds
624,San Carlos De Bariloche,AR,-41.1456,-71.3082,77.0,13,0,4.61,clear sky
625,Diu,IN,20.7141,70.9822,77.56,53,23,9.35,few clouds
626,Lapua,FI,62.9693,23.0088,37.0,92,67,4.0,light rain
627,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,70.11,13,96,9.53,overcast clouds
628,Chapais,CA,49.7834,-74.8492,30.2,93,90,8.05,snow
629,Tarauaca,BR,-8.1614,-70.7656,75.29,92,88,1.21,overcast clouds
630,Florence,IT,43.7667,11.25,52.0,82,0,5.75,clear sky
631,Ziniare,BF,12.5822,-1.2983,79.79,10,0,9.98,clear sky
632,Springbok,ZA,-29.6643,17.8865,63.63,30,1,3.04,clear sky
633,Castrop-Rauxel,DE,51.55,7.3167,52.0,62,100,11.32,overcast clouds
634,Tilichiki,RU,60.4667,166.1,4.26,80,12,7.76,few clouds
635,Zeya,RU,53.75,127.2667,29.86,86,100,5.79,overcast clouds
636,Tezu,IN,27.9167,96.1667,68.54,23,1,4.36,clear sky
637,Porto Belo,BR,-27.1578,-48.5531,78.8,89,20,5.75,few clouds
638,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.89,80,88,6.08,overcast clouds
639,Zhob,PK,31.3411,69.4481,66.97,24,1,11.48,clear sky
640,Alberton,CA,46.8168,-64.0654,33.8,75,100,16.11,overcast clouds
641,Iisalmi,FI,63.5592,27.1907,33.8,86,0,12.66,clear sky
642,Patnos,TR,39.2336,42.8634,22.84,66,0,2.44,clear sky
643,Ixtapa,MX,20.7,-105.2,77.0,65,40,13.8,scattered clouds
644,Olafsvik,IS,64.8945,-23.7142,28.6,65,100,13.58,overcast clouds
645,Palitana,IN,21.5167,71.8333,81.66,32,7,7.87,clear sky
646,Praia Da Vitoria,PT,38.7333,-27.0667,60.8,77,40,17.96,scattered clouds
647,Kondinskoye,RU,59.6481,67.41,18.03,96,95,7.16,overcast clouds
648,Kurilsk,RU,45.2333,147.8833,38.59,93,100,21.99,heavy intensity rain
649,Quatre Cocos,MU,-20.2078,57.7625,77.0,88,20,6.91,few clouds
650,Beyneu,KZ,45.3167,55.2,39.85,81,99,7.76,overcast clouds
651,Boende,CD,-0.2167,20.8667,74.17,82,98,1.28,light rain
652,Kiunga,PG,-6.1219,141.2906,73.0,97,100,2.39,overcast clouds
653,Shenjiamen,CN,29.9576,122.298,56.44,88,0,8.99,clear sky
654,Zhicheng,CN,30.2956,111.5047,61.0,91,0,3.4,light rain
655,Parsons,US,37.3403,-95.2611,64.4,29,1,6.4,clear sky
656,Shambu,ET,9.5667,37.1,55.06,69,100,1.45,light rain
657,Omsukchan,RU,62.5333,155.8,5.41,75,92,2.53,overcast clouds
658,Quesnel,CA,52.9999,-122.5029,33.8,69,75,18.41,light rain
659,Mango,US,27.9797,-82.3065,82.4,69,40,11.5,scattered clouds
660,Saint-Louis,SN,16.3333,-15.0,87.8,30,0,4.61,clear sky
661,Imeni Poliny Osipenko,RU,52.4201,136.4853,28.89,93,100,11.59,overcast clouds
662,Hoquiam,US,46.9809,-123.8893,46.4,66,90,31.07,overcast clouds
663,Solnechnyy,RU,50.7214,136.6319,30.52,92,100,6.22,overcast clouds
664,Farafangana,MG,-22.8167,47.8333,75.29,84,1,3.24,clear sky
665,Glendive,US,47.1053,-104.7125,71.6,16,1,14.97,clear sky
666,Tobermory,CA,45.2501,-81.6665,33.8,100,100,32.21,light snow
667,Ust-Kishert,RU,57.3654,57.2495,25.12,95,80,8.57,broken clouds
668,Tapejara,BR,-28.0681,-52.0139,64.54,93,47,3.4,scattered clouds
669,Riyadh,SA,24.6877,46.7219,62.6,20,0,6.91,clear sky
670,General Roca,AR,-39.0333,-67.5833,77.0,31,0,9.48,clear sky
671,Deputatskiy,RU,69.3,139.9,6.31,91,100,3.06,overcast clouds
672,San Quintin,MX,30.4833,-115.95,69.67,38,0,12.86,clear sky
673,Terrace,CA,54.5163,-128.6035,41.0,48,75,11.5,light snow
